"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.136903094E2,6.505789665E1,2.547033553E1,2.360183272E1,1.500000000E0,3.548999939E2,3.790092468E0,2.570868015E0
2.146882109E2,6.505791283E1,2.547032824E1,2.365248497E1,1.539999962E0,3.568999939E2,3.790092468E0,2.634732485E0
2.156934894E2,6.505792848E1,2.547032314E1,2.351325728E1,1.440000057E0,3.556000061E2,3.790092468E0,2.549546957E0
2.166849241E2,6.505794410E1,2.547031755E1,2.351788942E1,1.509999990E0,3.590000000E2,3.790092468E0,2.500000000E0
2.176874276E2,6.505796053E1,2.547031270E1,2.337499935E1,1.570000052E0,3.591000061E2,3.790092468E0,2.500000000E0
2.186952685E2,6.505797643E1,2.547030830E1,2.328575944E1,1.519999981E0,5.000000000E-1,3.790092468E0,2.500000000E0
2.196920250E2,6.505799220E1,2.547030335E1,2.319255224E1,1.519999981E0,3.582000122E2,3.790092468E0,2.500000000E0
2.206892453E2,6.505800799E1,2.547029758E1,2.341392013E1,1.559999943E0,3.591000061E2,3.790092468E0,2.500000000E0
2.216876375E2,6.505802420E1,2.547029313E1,2.347861076E1,1.610000014E0,3.583999939E2,3.790092468E0,2.500000000E0
2.226865846E2,6.505803981E1,2.547029055E1,2.353823590E1,1.529999971E0,6.000000238E-1,3.790092468E0,2.586028576E0
2.236909813E2,6.505805540E1,2.547028947E1,2.355074208E1,1.669999957E0,3.000000119E-1,3.790092468E0,2.500000000E0
2.246886705E2,6.505807062E1,2.547028935E1,2.320344625E1,1.600000024E0,2.000000000E0,3.790092468E0,2.500000000E0
2.256917826E2,6.505808577E1,2.547029004E1,2.308228580E1,1.610000014E0,3.593999939E2,3.790092468E0,2.516377449E0
2.266812878E2,6.505810067E1,2.547028979E1,2.287823959E1,1.629999995E0,3.592999878E2,3.790092468E0,2.510381699E0
2.276889018E2,6.505811535E1,2.547029069E1,2.275793383E1,1.629999995E0,3.590000000E2,3.790092468E0,2.533118010E0
2.286841466E2,6.505812956E1,2.547029123E1,2.248211062E1,1.620000005E0,3.571000061E2,3.790092468E0,2.500000000E0
2.296837232E2,6.505814394E1,2.547029060E1,2.244359192E1,1.649999976E0,3.591000061E2,3.790092468E0,2.500000000E0
2.306793527E2,6.505815781E1,2.547029343E1,2.246171441E1,1.580000043E0,4.099999905E0,3.790092468E0,2.500000000E0
2.317015538E2,6.505817152E1,2.547029810E1,2.261094068E1,1.600000024E0,1.700000048E0,3.790092468E0,2.500000000E0
2.326864359E2,6.505818588E1,2.547030235E1,2.299734927E1,1.690000057E0,2.400000095E0,3.790092468E0,2.500000000E0
2.336897300E2,6.505819969E1,2.547030721E1,2.268624837E1,1.580000043E0,4.000000000E0,3.790092468E0,2.500000000E0
2.346887163E2,6.505821276E1,2.547031279E1,2.243813612E1,1.570000052E0,5.000000000E0,3.790092468E0,2.500000000E0
2.356897598E2,6.505822584E1,2.547031589E1,2.247334878E1,1.549999952E0,1.399999976E0,3.790092468E0,2.500000000E0
2.366855413E2,6.505823908E1,2.547031907E1,2.213075377E1,1.590000033E0,1.399999976E0,3.790092468E0,2.500000000E0
2.376804712E2,6.505825268E1,2.547032471E1,2.209553195E1,1.590000033E0,5.699999809E0,3.790092468E0,2.500000000E0
2.386902177E2,6.505826676E1,2.547033727E1,2.229242740E1,1.580000043E0,2.220000076E1,3.790092468E0,2.500000000E0
2.396883219E2,6.505827715E1,2.547036176E1,2.080524353E1,1.590000033E0,4.300000000E1,3.790092468E0,2.500000000E0
2.406865373E2,6.505828399E1,2.547039298E1,1.987378684E1,1.529999971E0,5.300000000E1,3.790092468E0,2.500000000E0
2.416825476E2,6.505828823E1,2.547042517E1,1.927253144E1,1.500000000E0,6.070000076E1,3.790092468E0,2.500000000E0
2.427014517E2,6.505829071E1,2.547046130E1,1.848109159E1,1.509999990E0,7.059999847E1,3.790092468E0,2.500000000E0
2.436874434E2,6.505829115E1,2.547049801E1,1.742665209E1,1.490000010E0,7.600000000E1,3.790092468E0,2.500000000E0
2.446813843E2,6.505828940E1,2.547053633E1,1.631123947E1,1.480000019E0,8.430000305E1,3.790092468E0,2.500000000E0
2.456916536E2,6.505828758E1,2.547057427E1,1.597982342E1,1.460000038E0,8.509999847E1,3.790092468E0,2.500000000E0
2.466934067E2,6.505828508E1,2.547061007E1,1.717080730E1,1.490000010E0,9.169999695E1,3.790092468E0,2.500000000E0
2.476851742E2,6.505828181E1,2.547064753E1,1.768759732E1,1.500000000E0,9.640000153E1,3.790092468E0,2.625613213E0
2.486807124E2,6.505827937E1,2.547068582E1,1.699967519E1,1.500000000E0,9.309999847E1,3.790092468E0,2.881386757E0
2.496787342E2,6.505827930E1,2.547072481E1,1.691557305E1,1.509999990E0,9.019999695E1,3.790092468E0,3.128378391E0
2.506906654E2,6.505828162E1,2.547076294E1,1.661394061E1,1.509999990E0,8.709999847E1,3.790092468E0,3.287063122E0
2.516831552E2,6.505828400E1,2.547080162E1,1.666680039E1,1.519999981E0,8.719999695E1,3.790092468E0,3.434029341E0
2.526893559E2,6.505828645E1,2.547084023E1,1.672619091E1,1.500000000E0,8.850000000E1,3.790092468E0,3.433252811E0
2.536848557E2,6.505828835E1,2.547088004E1,1.703967112E1,1.529999971E0,8.919999695E1,3.790092468E0,3.347525835E0
2.546874780E2,6.505828993E1,2.547091836E1,1.824664493E1,1.519999981E0,8.819999695E1,3.790092468E0,3.123024464E0
2.556984903E2,6.505829114E1,2.547095690E1,1.799249831E1,1.549999952E0,8.690000153E1,3.790092468E0,2.925852060E0
2.566904260E2,6.505829113E1,2.547099806E1,1.776862588E1,1.559999943E0,9.390000153E1,3.790092468E0,2.931718588E0
2.576927929E2,6.505829059E1,2.547103658E1,1.746107415E1,1.559999943E0,9.169999695E1,3.790092468E0,2.670885563E0
2.587005338E2,6.505829020E1,2.547107441E1,1.754231624E1,1.639999986E0,9.180000305E1,3.790092468E0,2.606899023E0
2.596948398E2,6.505829126E1,2.547111338E1,1.810390459E1,1.570000052E0,8.940000153E1,3.790092468E0,2.618762493E0
2.606920387E2,6.505829238E1,2.547114813E1,1.787130299E1,1.539999962E0,9.050000000E1,3.790092468E0,2.747484684E0
2.616867967E2,6.505829318E1,2.547118327E1,1.808773721E1,1.559999943E0,8.869999695E1,3.790092468E0,2.840740919E0
2.626939750E2,6.505829434E1,2.547121815E1,1.836587780E1,1.529999971E0,8.740000153E1,3.790092468E0,2.908627748E0
2.636853658E2,6.505829678E1,2.547125350E1,1.792990663E1,1.539999962E0,8.700000000E1,3.790092468E0,2.675684214E0
2.646888997E2,6.505829780E1,2.547128804E1,1.798307166E1,1.549999952E0,9.209999847E1,3.790092468E0,2.508982182E0
2.656935468E2,6.505829944E1,2.547132327E1,1.891111445E1,1.509999990E0,9.009999847E1,3.790092468E0,2.500000000E0
2.666937551E2,6.505830061E1,2.547135876E1,1.864341770E1,1.549999952E0,9.109999847E1,3.790092468E0,2.640486002E0
2.676910291E2,6.505830271E1,2.547139490E1,1.939952439E1,1.549999952E0,9.050000000E1,3.790092468E0,2.875489235E0
2.686910299E2,6.505830491E1,2.547143077E1,1.920757192E1,1.519999981E0,8.500000000E1,3.790092468E0,2.689092398E0
2.696937745E2,6.505830598E1,2.547146515E1,1.941619345E1,1.549999952E0,9.059999847E1,3.790092468E0,2.846545219E0
2.706911726E2,6.505830515E1,2.547150292E1,1.877520670E1,1.649999976E0,9.209999847E1,3.790092468E0,2.679994822E0
2.716936023E2,6.505830503E1,2.547153986E1,1.841913169E1,1.549999952E0,8.800000000E1,3.790092468E0,2.662230968E0
2.726873047E2,6.505830407E1,2.547157802E1,1.848749562E1,1.590000033E0,9.659999847E1,3.790092468E0,2.500000000E0
2.736921167E2,6.505830325E1,2.547161374E1,1.853980697E1,1.539999962E0,9.409999847E1,3.790092468E0,2.500000000E0
2.746830443E2,6.505830284E1,2.547164812E1,1.837837291E1,1.580000043E0,9.459999847E1,3.790092468E0,2.508334160E0
2.756930437E2,6.505830242E1,2.547168351E1,1.838429736E1,1.590000033E0,9.880000305E1,3.790092468E0,2.500000000E0
2.766918680E2,6.505830363E1,2.547171932E1,1.868972075E1,1.679999948E0,9.050000000E1,3.790092468E0,2.500000000E0
2.776954188E2,6.505830561E1,2.547175632E1,1.874068842E1,1.570000052E0,9.150000000E1,3.790092468E0,2.500000000E0
2.786939294E2,6.505830479E1,2.547179154E1,1.779470871E1,1.570000052E0,9.619999695E1,3.790092468E0,2.500000000E0
2.796885867E2,6.505830367E1,2.547182591E1,1.847177589E1,1.539999962E0,9.580000305E1,3.790092468E0,2.500000000E0
2.806930263E2,6.505830390E1,2.547186152E1,1.836673820E1,1.649999976E0,9.140000153E1,3.790092468E0,2.500000000E0
2.816906798E2,6.505830299E1,2.547189606E1,1.834733315E1,1.529999971E0,8.950000000E1,3.790092468E0,2.500000000E0
2.826910055E2,6.505830217E1,2.547193056E1,1.798582602E1,1.509999990E0,9.390000153E1,3.790092468E0,2.500000000E0
2.836959862E2,6.505829959E1,2.547196598E1,1.784496174E1,1.549999952E0,1.000000000E2,3.790092468E0,2.500000000E0
2.846930893E2,6.505829618E1,2.547200081E1,1.817876811E1,1.460000038E0,1.068000031E2,3.790092468E0,2.500000000E0
2.856930268E2,6.505829106E1,2.547203467E1,1.763195980E1,1.490000010E0,1.163000031E2,3.790092468E0,2.500000000E0
2.866952787E2,6.505828457E1,2.547206472E1,1.754828634E1,1.460000038E0,1.170000000E2,3.790092468E0,2.500000000E0
2.876854265E2,6.505827958E1,2.547209749E1,1.762104573E1,1.539999962E0,1.074000015E2,3.790092468E0,2.500000000E0
2.886807455E2,6.505827270E1,2.547212660E1,1.731978199E1,1.450000048E0,1.226999969E2,3.790092468E0,2.595735550E0
2.896899934E2,6.505826676E1,2.547215703E1,1.734920651E1,1.529999971E0,1.114000015E2,3.790092468E0,2.852314949E0
2.907000068E2,6.505826147E1,2.547218669E1,1.673617466E1,1.500000000E0,1.120999985E2,3.790092468E0,3.073525429E0
2.916894861E2,6.505825289E1,2.547221359E1,1.494284588E1,1.500000000E0,1.181999969E2,3.790092468E0,3.213402748E0
2.926798642E2,6.505824355E1,2.547223949E1,1.484287666E1,1.490000010E0,1.190999985E2,3.790092468E0,2.819796562E0
2.936838090E2,6.505823419E1,2.547226634E1,1.494798568E1,1.500000000E0,1.159000015E2,3.790092468E0,2.848971367E0
2.946867592E2,6.505822734E1,2.547229501E1,1.434313301E1,1.500000000E0,1.115999985E2,3.790092468E0,2.944235086E0
2.956837639E2,6.505822476E1,2.547232850E1,1.461633102E1,1.620000005E0,9.409999847E1,3.790092468E0,2.588518143E0
2.966885265E2,6.505822293E1,2.547236109E1,1.404443587E1,1.490000010E0,1.035999985E2,3.790092468E0,2.500000000E0
2.976921872E2,6.505822228E1,2.547239249E1,1.422150254E1,1.519999981E0,9.150000000E1,3.790092468E0,2.500000000E0
2.986854278E2,6.505822129E1,2.547242417E1,1.424665287E1,1.519999981E0,9.490000153E1,3.790092468E0,2.500000000E0
2.996829894E2,6.505821947E1,2.547245421E1,1.425770421E1,1.509999990E0,9.540000153E1,3.790092468E0,2.571632147E0
3.007055903E2,6.505821733E1,2.547248552E1,1.417994966E1,1.480000019E0,9.600000000E1,3.790092468E0,2.500000000E0
3.016869856E2,6.505821474E1,2.547251869E1,1.403737615E1,1.519999981E0,9.659999847E1,3.790092468E0,2.616745949E0
3.026842832E2,6.505821113E1,2.547255106E1,1.391909493E1,1.490000010E0,1.024000015E2,3.790092468E0,2.669901371E0
3.036907806E2,6.505820557E1,2.547258077E1,1.379873896E1,1.429999948E0,1.116999969E2,3.790092468E0,2.655907869E0
3.046926626E2,6.505819698E1,2.547260853E1,1.340323743E1,1.539999962E0,1.300000000E2,3.790092468E0,2.677220345E0
3.056883249E2,6.505818469E1,2.547263155E1,1.349778804E1,1.490000010E0,1.458999939E2,3.790092468E0,2.500000000E0
3.066905011E2,6.505817283E1,2.547265207E1,1.334545102E1,1.519999981E0,1.441999969E2,3.790092468E0,2.622773647E0
3.076968391E2,6.505816024E1,2.547266873E1,1.338360457E1,1.509999990E0,1.515000000E2,3.790092468E0,2.592069626E0
3.086856698E2,6.505814641E1,2.547268014E1,1.332202656E1,1.539999962E0,1.585000000E2,3.790092468E0,2.544736385E0
3.096884646E2,6.505813107E1,2.547268673E1,1.273914733E1,1.559999943E0,1.636999969E2,3.790092468E0,2.782793760E0
3.106968823E2,6.505811625E1,2.547269559E1,1.257442000E1,1.539999962E0,1.588999939E2,3.790092468E0,2.777704477E0
3.117001805E2,6.505810132E1,2.547270591E1,1.200210010E1,1.549999952E0,1.611999969E2,3.790092468E0,2.926587105E0
3.126955380E2,6.505808679E1,2.547272087E1,1.199160918E1,1.549999952E0,1.571000061E2,3.790092468E0,3.134244204E0
3.136932728E2,6.505807269E1,2.547273618E1,1.195108883E1,1.529999971E0,1.571999969E2,3.790092468E0,2.906865835E0
3.146797855E2,6.505805955E1,2.547275405E1,1.172471635E1,1.549999952E0,1.491999969E2,3.790092468E0,2.885979891E0
3.156943164E2,6.505804702E1,2.547277356E1,1.197850739E1,1.529999971E0,1.445000000E2,3.790092468E0,2.895912170E0
3.166885383E2,6.505803404E1,2.547279070E1,1.237762305E1,1.549999952E0,1.528999939E2,3.790092468E0,3.016008377E0
3.176893015E2,6.505802038E1,2.547280576E1,1.241229782E1,1.539999962E0,1.528000031E2,3.790092468E0,2.938760996E0
3.186915626E2,6.505800740E1,2.547282266E1,1.297376696E1,1.519999981E0,1.473000031E2,3.790092468E0,2.808311224E0
3.196846625E2,6.505799527E1,2.547284164E1,1.321144451E1,1.529999971E0,1.448000031E2,3.790092468E0,2.664166927E0
3.206879920E2,6.505798502E1,2.547286173E1,1.351192665E1,1.539999962E0,1.376999969E2,3.790092468E0,2.702536345E0
3.216890138E2,6.505797445E1,2.547288009E1,1.385147122E1,1.559999943E0,1.463999939E2,3.790092468E0,2.627307653E0
3.226877090E2,6.505796399E1,2.547289778E1,1.363681646E1,1.529999971E0,1.500000000E2,3.790092468E0,2.674510002E0
3.236985103E2,6.505795330E1,2.547291510E1,1.361808459E1,1.580000043E0,1.478000031E2,3.790092468E0,2.500000000E0
3.246918939E2,6.505794226E1,2.547293542E1,1.358665787E1,1.610000014E0,1.476999969E2,3.790092468E0,2.500000000E0
3.256986844E2,6.505793089E1,2.547295542E1,1.345415702E1,1.529999971E0,1.455000000E2,3.790092468E0,2.500000000E0
3.266883880E2,6.505791912E1,2.547297511E1,1.349890238E1,1.539999962E0,1.491999969E2,3.790092468E0,2.500000000E0
3.276880526E2,6.505790805E1,2.547299587E1,1.369873792E1,1.519999981E0,1.426000061E2,3.790092468E0,2.500000000E0
3.286836894E2,6.505789784E1,2.547301865E1,1.354395911E1,1.509999990E0,1.400000000E2,3.790092468E0,2.500000000E0
3.296815442E2,6.505788950E1,2.547304669E1,1.304671190E1,1.590000033E0,1.226999969E2,3.790092468E0,2.503365517E0
3.306972498E2,6.505788123E1,2.547307573E1,1.311696966E1,1.529999971E0,1.238000031E2,3.790092468E0,2.858885527E0
3.316796303E2,6.505787408E1,2.547310670E1,1.370974917E1,1.490000010E0,1.165000000E2,3.790092468E0,2.852301121E0
3.326866721E2,6.505786905E1,2.547313911E1,1.433121457E1,1.529999971E0,1.105999985E2,3.790092468E0,3.110267878E0
3.336886449E2,6.505786641E1,2.547317559E1,1.450578010E1,1.549999952E0,9.969999695E1,3.790092468E0,3.440399647E0
3.346935795E2,6.505786511E1,2.547321270E1,1.426268162E1,1.529999971E0,1.003000031E2,3.790092468E0,3.573544502E0
3.357122034E2,6.505786394E1,2.547325118E1,1.412224437E1,1.509999990E0,1.000999985E2,3.790092468E0,3.449768305E0
3.366922191E2,6.505786489E1,2.547328905E1,1.386443565E1,1.559999943E0,9.109999847E1,3.790092468E0,3.414953470E0
3.376905420E2,6.505786729E1,2.547332569E1,1.439922879E1,1.539999962E0,8.780000305E1,3.790092468E0,3.555968285E0
3.386925370E2,6.505786887E1,2.547336100E1,1.459771839E1,1.490000010E0,9.609999847E1,3.790092468E0,3.645123005E0
3.396892830E2,6.505787148E1,2.547339959E1,1.566608100E1,1.570000052E0,8.169999695E1,3.790092468E0,3.637690783E0
3.406916358E2,6.505787297E1,2.547343925E1,1.626136065E1,1.500000000E0,8.750000000E1,3.790092468E0,3.426336288E0
3.416766734E2,6.505787445E1,2.547347659E1,1.688355656E1,1.500000000E0,8.000000000E1,3.790092468E0,3.561673880E0
3.426804126E2,6.505787625E1,2.547351561E1,1.729969784E1,1.539999962E0,8.480000305E1,3.790092468E0,3.694676161E0
3.436797732E2,6.505787697E1,2.547355362E1,1.734248737E1,1.549999952E0,8.550000000E1,3.790092468E0,3.829786539E0
3.446868197E2,6.505787723E1,2.547359286E1,1.795485728E1,1.549999952E0,8.809999847E1,3.790092468E0,3.922804117E0
3.456846089E2,6.505787676E1,2.547363280E1,1.776778907E1,1.549999952E0,9.000000000E1,3.790092468E0,4.052698612E0
3.466890489E2,6.505787555E1,2.547367308E1,1.905081395E1,1.549999952E0,9.190000153E1,3.790092468E0,4.221732616E0
3.476883148E2,6.505787473E1,2.547371255E1,1.842203439E1,1.559999943E0,8.530000305E1,3.790092468E0,3.955596447E0
3.486860463E2,6.505787739E1,2.547374932E1,1.949869757E1,1.559999943E0,7.319999695E1,3.790092468E0,3.927638292E0
3.496824374E2,6.505787963E1,2.547378636E1,1.882121054E1,1.700000048E0,8.890000153E1,3.790092468E0,3.804865122E0
3.506879483E2,6.505787824E1,2.547382333E1,1.944450612E1,1.580000043E0,9.240000153E1,3.790092468E0,3.741747618E0
3.517064700E2,6.505788001E1,2.547385982E1,1.939049333E1,1.639999986E0,7.209999847E1,3.790092468E0,3.948204994E0
3.527005317E2,6.505788041E1,2.547389679E1,1.931353189E1,1.610000014E0,8.680000305E1,3.790092468E0,4.081070423E0
3.536896867E2,6.505788266E1,2.547393238E1,1.928942604E1,1.580000043E0,7.240000153E1,3.790092468E0,4.025646210E0
3.546829663E2,6.505788519E1,2.547396770E1,1.911376977E1,1.590000033E0,8.300000000E1,3.790092468E0,3.996995926E0
3.556958661E2,6.505788522E1,2.547400308E1,1.856177168E1,1.570000052E0,8.669999695E1,3.790092468E0,4.052475929E0
3.566901673E2,6.505788525E1,2.547403916E1,1.949701731E1,1.570000052E0,8.669999695E1,3.790092468E0,4.021687508E0
3.576830730E2,6.505788381E1,2.547407723E1,1.951398978E1,1.559999943E0,8.590000153E1,3.790092468E0,3.904314995E0
3.586831823E2,6.505788207E1,2.547411520E1,1.900160445E1,1.549999952E0,9.000000000E1,3.790092468E0,3.643956900E0
3.596896907E2,6.505787946E1,2.547415138E1,1.865517384E1,1.590000033E0,9.750000000E1,3.790092468E0,3.446395874E0
3.606931138E2,6.505787783E1,2.547418912E1,1.794277624E1,1.559999943E0,9.569999695E1,3.790092468E0,3.528558254E0
3.616920105E2,6.505787621E1,2.547422633E1,1.649160904E1,1.500000000E0,1.020000000E2,3.790092468E0,3.474201679E0
3.626872088E2,6.505787659E1,2.547426537E1,1.609653260E1,1.620000005E0,8.969999695E1,3.790092468E0,3.513547897E0
3.636863658E2,6.505787872E1,2.547430351E1,1.588504915E1,1.580000043E0,8.559999847E1,3.790092468E0,3.785400391E0
3.646917309E2,6.505788043E1,2.547433904E1,1.622184438E1,1.519999981E0,8.569999695E1,3.790092468E0,3.984611988E0
3.656939154E2,6.505788082E1,2.547437334E1,1.640379379E1,1.559999943E0,9.380000305E1,3.790092468E0,4.049818993E0
3.666891228E2,6.505788238E1,2.547440744E1,1.651390435E1,1.590000033E0,8.680000305E1,3.790092468E0,4.025681496E0
3.676941116E2,6.505788411E1,2.547444191E1,1.631670288E1,1.610000014E0,8.719999695E1,3.790092468E0,3.830271482E0
3.686884337E2,6.505788537E1,2.547447664E1,1.595775845E1,1.639999986E0,8.850000000E1,3.790092468E0,3.832566023E0
3.696851755E2,6.505788537E1,2.547450949E1,1.590814046E1,1.559999943E0,9.259999847E1,3.790092468E0,3.680449009E0
3.706879067E2,6.505788569E1,2.547454105E1,1.578448656E1,1.549999952E0,9.130000305E1,3.790092468E0,3.464656591E0
3.716845828E2,6.505788575E1,2.547457515E1,1.634528128E1,1.539999962E0,9.659999847E1,3.790092468E0,3.462427378E0
3.726929686E2,6.505788678E1,2.547461028E1,1.703669098E1,1.559999943E0,9.030000305E1,3.790092468E0,3.643248558E0
3.736875987E2,6.505788668E1,2.547464689E1,1.717701485E1,1.549999952E0,9.830000305E1,3.790092468E0,3.558339119E0
3.746913878E2,6.505788556E1,2.547468444E1,1.704628207E1,1.549999952E0,1.026999969E2,3.790092468E0,3.562232494E0
3.756844878E2,6.505788304E1,2.547472055E1,1.829311313E1,1.549999952E0,1.063000031E2,3.790092468E0,3.408446550E0
3.766882168E2,6.505788105E1,2.547475494E1,1.751711666E1,1.549999952E0,1.030999985E2,3.790092468E0,3.284650564E0
3.776945851E2,6.505788146E1,2.547478823E1,1.773629740E1,1.600000024E0,9.050000000E1,3.790092468E0,3.432359695E0
3.786924360E2,6.505788316E1,2.547481975E1,1.872140762E1,1.549999952E0,9.140000153E1,3.790092468E0,3.077816486E0
3.796895291E2,6.505788400E1,2.547484943E1,1.888553409E1,1.549999952E0,9.419999695E1,3.790092468E0,2.921847820E0
3.806834062E2,6.505788490E1,2.547487973E1,1.913810054E1,1.549999952E0,9.119999695E1,3.790092468E0,3.145234823E0
3.816884236E2,6.505788516E1,2.547491063E1,2.040183673E1,1.490000010E0,9.040000153E1,3.790092468E0,3.214699984E0
3.826776624E2,6.505788417E1,2.547494171E1,2.072422819E1,1.539999962E0,9.109999847E1,3.790092468E0,3.203342438E0
3.836923296E2,6.505788110E1,2.547497221E1,2.047697926E1,1.539999962E0,9.280000305E1,3.790092468E0,3.148575068E0
3.846892430E2,6.505787880E1,2.547500376E1,2.145635369E1,1.539999962E0,8.969999695E1,3.790092468E0,3.264761925E0
3.856897389E2,6.505787765E1,2.547503468E1,2.193633797E1,1.539999962E0,9.400000000E1,3.790092468E0,3.106193542E0
3.866867716E2,6.505787670E1,2.547506496E1,2.281695687E1,1.490000010E0,9.259999847E1,3.790092468E0,2.936664104E0
3.876832839E2,6.505787520E1,2.547509699E1,2.181519092E1,1.509999990E0,1.036999969E2,3.790092468E0,3.062921286E0
3.886878307E2,6.505787250E1,2.547513052E1,2.255353788E1,1.500000000E0,1.079000015E2,3.790092468E0,3.017705441E0
3.896898855E2,6.505787196E1,2.547516525E1,2.213331483E1,1.509999990E0,9.580000305E1,3.790092468E0,2.706487894E0
3.906794287E2,6.505787312E1,2.547520206E1,2.230098199E1,1.539999962E0,9.450000000E1,3.790092468E0,2.885464430E0
3.916837367E2,6.505787292E1,2.547523818E1,2.185756561E1,1.539999962E0,9.930000305E1,3.790092468E0,3.067693710E0
3.926884070E2,6.505787334E1,2.547527110E1,2.198702461E1,1.470000029E0,9.259999847E1,3.790092468E0,2.901282310E0
3.936908916E2,6.505787573E1,2.547530658E1,2.148873658E1,1.529999971E0,8.900000000E1,3.790092468E0,2.861099482E0
3.946810302E2,6.505787814E1,2.547534172E1,2.116799977E1,1.529999971E0,8.990000153E1,3.790092468E0,2.907487869E0
3.956871558E2,6.505787979E1,2.547537590E1,2.142239742E1,1.529999971E0,9.859999847E1,3.790092468E0,3.020807505E0
3.966893461E2,6.505788149E1,2.547540880E1,2.157285204E1,1.480000019E0,9.250000000E1,3.790092468E0,2.945748806E0
3.976884059E2,6.505788774E1,2.547543898E1,2.189340963E1,1.539999962E0,7.350000000E1,3.790092468E0,3.039847612E0
3.986926426E2,6.505789643E1,2.547546724E1,2.202835820E1,1.539999962E0,6.609999847E1,3.790092468E0,3.166051388E0
3.996988016E2,6.505790744E1,2.547549530E1,2.273172628E1,1.539999962E0,5.609999847E1,3.790092468E0,3.282771111E0
4.006884877E2,6.505791787E1,2.547552258E1,2.217667164E1,1.509999990E0,5.759999847E1,3.790092468E0,3.429239988E0
4.016916197E2,6.505792814E1,2.547554822E1,2.199301581E1,1.509999990E0,4.909999847E1,3.790092468E0,3.499731064E0
4.026879633E2,6.505793892E1,2.547557302E1,2.097641292E1,1.549999952E0,3.870000076E1,3.790092468E0,3.407825708E0
4.036910465E2,6.505794972E1,2.547559736E1,2.005203409E1,1.549999952E0,4.300000000E1,3.790092468E0,3.277928829E0
4.046871559E2,6.505795982E1,2.547562049E1,1.987350500E1,1.549999952E0,4.340000153E1,3.790092468E0,3.442068338E0
4.056874287E2,6.505797034E1,2.547564350E1,1.966287125E1,1.549999952E0,3.979999924E1,3.790092468E0,3.375091314E0
4.067000454E2,6.505798187E1,2.547566682E1,1.942507651E1,1.570000052E0,3.029999924E1,3.790092468E0,3.289917707E0
4.076865192E2,6.505799350E1,2.547568914E1,1.988759901E1,1.539999962E0,3.110000038E1,3.790092468E0,3.137107611E0
4.086853385E2,6.505800480E1,2.547571190E1,2.015108604E1,1.539999962E0,3.039999962E1,3.790092468E0,3.129744053E0
4.096985852E2,6.505801689E1,2.547573217E1,1.967623021E1,1.559999943E0,3.500000000E1,3.790092468E0,3.037601233E0
4.106814130E2,6.505802925E1,2.547575191E1,1.980318087E1,1.570000052E0,3.570000076E1,3.790092468E0,3.185551643E0
4.116901251E2,6.505804147E1,2.547576923E1,1.967445504E1,1.539999962E0,3.459999847E1,3.790092468E0,3.265019417E0
4.126872947E2,6.505805332E1,2.547578793E1,1.923487745E1,1.570000052E0,3.720000076E1,3.790092468E0,3.249351263E0
4.136975630E2,6.505806475E1,2.547581049E1,1.859559341E1,1.570000052E0,3.850000000E1,3.790092468E0,3.497414351E0
4.146900171E2,6.505807681E1,2.547583190E1,1.830073040E1,1.559999943E0,3.500000000E1,3.790092468E0,3.317733288E0
4.156860500E2,6.505808979E1,2.547585011E1,1.847418944E1,1.580000043E0,2.560000038E1,3.790092468E0,3.386096478E0
4.166870650E2,6.505810314E1,2.547587014E1,1.795575402E1,1.590000033E0,3.770000076E1,3.790092468E0,3.527947426E0
4.176828537E2,6.505811525E1,2.547589372E1,1.761322277E1,1.519999981E0,4.359999847E1,3.790092468E0,3.190580845E0
4.186829339E2,6.505812688E1,2.547591882E1,1.723809909E1,1.570000052E0,4.120000076E1,3.790092468E0,3.106339216E0
4.196908325E2,6.505814003E1,2.547594093E1,1.723773038E1,1.570000052E0,3.559999847E1,3.790092468E0,3.218621254E0
4.206795981E2,6.505815410E1,2.547595963E1,1.804479503E1,1.580000043E0,2.750000000E1,3.790092468E0,3.133282900E0
4.216832601E2,6.505816753E1,2.547597969E1,1.770824434E1,1.600000024E0,3.529999924E1,3.790092468E0,3.280151129E0
4.226890905E2,6.505817974E1,2.547600286E1,1.787718762E1,1.590000033E0,3.900000000E1,3.790092468E0,3.404700994E0
4.236867720E2,6.505819306E1,2.547602254E1,1.813005345E1,1.580000043E0,2.979999924E1,3.790092468E0,3.346058369E0
4.246925538E2,6.505820666E1,2.547604062E1,1.867686430E1,1.570000052E0,2.739999962E1,3.790092468E0,3.319618464E0
4.256839409E2,6.505822060E1,2.547605721E1,1.812253961E1,1.580000043E0,2.479999924E1,3.790092468E0,3.327262163E0
4.266855925E2,6.505823389E1,2.547607710E1,1.781467549E1,1.470000029E0,3.320000076E1,3.790092468E0,3.091581821E0
4.276902785E2,6.505824636E1,2.547610083E1,1.843009090E1,1.580000043E0,3.679999924E1,3.790092468E0,2.940551758E0
4.286817017E2,6.505825853E1,2.547612254E1,1.833816978E1,1.570000052E0,2.639999962E1,3.790092468E0,2.714220047E0
4.296883539E2,6.505827027E1,2.547614351E1,1.870413448E1,1.590000033E0,3.550000000E1,3.790092468E0,2.660106897E0
